delta,theta,alpha,beta,rms,label
3.551276041577872e-10,3.026957403319744e-11,9.502640389817192e-12,1.92648127580686e-11,2.5802159487198162e-05,5
2.8679994353870867e-10,2.8235880631303388e-11,1.1273779198116691e-11,2.1304777155376677e-11,2.6871980501732568e-05,5
2.373685195121238e-10,3.342539975036061e-11,7.339910940949021e-12,1.687618129679583e-11,2.4775582627235546e-05,5
1.3620345355036175e-10,1.72294244924827e-11,4.18777225701766e-12,1.3813387841609084e-11,1.93824335935221e-05,5
2.3208835425760673e-10,2.3570475047074324e-11,6.0202549077073466e-12,1.534875326976687e-11,2.1561931252711872e-05,5
1.5786667641760876e-10,2.0180468551408878e-11,5.755042097762212e-12,1.7301359163811366e-11,1.7263558311688748e-05,5
2.4526732094377676e-10,2.148263765986976e-11,5.900279676486213e-12,2.007666969706166e-11,2.4979924882934188e-05,5
2.073407979277376e-10,2.3246507194236513e-11,5.527728238884127e-12,1.902111343320929e-11,2.138092514456365e-05,5
2.991721320841714e-10,2.9405078215945374e-11,6.5933806760264454e-12,1.3587075005989088e-11,2.634109495415729e-05,5
2.1413680100355176e-10,3.0086923274462777e-11,5.67255151437699e-12,1.2094090205812803e-11,2.119480061379246e-05,5
2.8706951583853944e-10,3.5666308073772755e-11,6.866750763606138e-12,1.402695028840789e-11,2.486315918839283e-05,5
2.5205060080375016e-10,3.889419099128159e-11,7.32356768884986e-12,1.533200999100959e-11,2.4540602155421302e-05,5
3.131980283461489e-10,4.700405723053839e-11,8.282109309642888e-12,1.50554125972111e-11,3.037103112488467e-05,5
4.052203121693132e-10,4.137625572348049e-11,1.0133704710127207e-11,2.588382173615941e-11,3.061413599241312e-05,5
3.9495420152953953e-10,3.811217974222749e-11,8.522644458103376e-12,1.852822080045033e-11,2.9980666299620154e-05,5
2.7168540116994684e-10,3.8091087867e-11,8.394435040699032e-12,1.5918036980927454e-11,2.614136371430287e-05,5
5.060247760265782e-10,5.517713065096552e-11,9.682017067152762e-12,2.2033165481444884e-11,3.7898294439290714e-05,5
3.83103776354944e-10,4.1030464038738525e-11,1.1845689260270303e-11,2.5872601746860747e-11,3.2726694878775815e-05,5
4.148501284063576e-10,4.932809526069098e-11,1.1715349740009712e-11,2.1607794398222066e-11,2.9971689288937185e-05,5
4.0587424013501225e-10,4.6053331972719244e-11,8.570432613264307e-12,2.6524609198137507e-11,2.7341146485356937e-05,5
3.098717016513107e-10,3.4379546226194294e-11,6.9778551566225356e-12,1.63383318660177e-11,2.5566407433554463e-05,5
3.715661156809346e-10,5.876035050040848e-11,7.385876390494306e-12,1.3503660006978585e-11,2.6760795679043138e-05,5
3.790832220234377e-10,4.869915811733155e-11,9.548590749362292e-12,2.1238431894513197e-11,2.7632704748820356e-05,5
6.363412523244618e-10,6.532803501062573e-11,9.594364388274338e-12,2.1586220997828408e-11,3.681234559716049e-05,5
5.682617402921934e-10,5.526307470581169e-11,1.1530939590904008e-11,2.250693653285777e-11,3.44926418890093e-05,5
2.7329634675961627e-10,2.6628561983409962e-11,6.58934659233123e-12,1.5583528777582207e-11,2.549419683000756e-05,5
1.959459503354336e-10,3.188744681617174e-11,7.340435956026124e-12,1.5076333572988034e-11,2.4176070271611948e-05,5
2.7640608689314843e-10,2.6862646536435142e-11,4.791750996805004e-12,1.381964713174314e-11,2.642811815598602e-05,5
1.3000975590113986e-10,2.29085929336005e-11,4.4749046886667024e-12,8.75896578006812e-12,1.69528712527453e-05,5
1.9689612654755798e-10,1.880398560129341e-11,4.896012341617231e-12,1.577204932692278e-11,2.058460892289693e-05,5
2.742888751500179e-10,2.6576027133438545e-11,6.716535897801428e-12,1.5445043796043018e-11,2.3134081675147327e-05,5
2.2335526098294368e-10,3.089332244977091e-11,7.0647949451627914e-12,1.5639951841769088e-11,2.4022046320001008e-05,5
2.856720048642732e-10,3.024912568870423e-11,5.940703453265767e-12,1.682661428146714e-11,2.748806339767477e-05,5
2.0269015780787668e-10,3.0564282912976677e-11,7.97686796606638e-12,1.4223243078235137e-11,2.4639377337215004e-05,5
2.89882120973709e-10,4.00394417039481e-11,7.333410050110808e-12,1.3859564949549948e-11,2.529543475127277e-05,5
2.8312823519318506e-10,2.8632364740035132e-11,6.774098469778527e-12,1.7501588607214007e-11,2.9615650631769547e-05,5
1.4389503266631416e-10,2.5167793300371664e-11,4.862127092459113e-12,9.426833807971654e-12,1.8204278370016376e-05,5
2.9029230213775073e-10,4.043203584918819e-11,7.338765126776145e-12,1.361294422519524e-11,2.4528917109737528e-05,5
3.196788561658768e-10,4.404274089651797e-11,7.906106357029673e-12,1.7538473773569217e-11,2.5752195232078473e-05,5
4.413284738447192e-10,4.491466624716092e-11,7.658277330320095e-12,1.9051875375202413e-11,2.6302024875556913e-05,5
3.795844954821267e-10,4.173113556949968e-11,9.979024241671076e-12,1.8704852898740806e-11,2.6311098732010268e-05,5
3.3321498196642414e-10,3.755082740317587e-11,7.04422038724938e-12,1.5181360098628773e-11,2.631260503474327e-05,5
1.552999770662201e-10,2.4093978972742464e-11,4.107898654752293e-12,1.128166874917173e-11,2.040080423514468e-05,5
1.9179270365841083e-10,2.186377633837612e-11,5.6406505546155476e-12,1.1937242029213823e-11,2.0362957519691695e-05,5
1.3226375981347146e-10,2.445866643316408e-11,5.6283910072822495e-12,1.4424386147819884e-11,1.641296273741435e-05,5
2.1947217965445304e-10,3.644864740916165e-11,8.236641211443495e-12,1.579485422531737e-11,2.242018999451357e-05,5
1.7280692086413302e-10,3.1914220200763794e-11,6.751365880510972e-12,1.2875592625266702e-11,2.152654709477334e-05,5
4.1027127748991897e-10,3.4235358765996e-11,9.26910666671221e-12,1.5140102323110618e-11,2.949461315049511e-05,5
2.6017266653887763e-10,2.5337478506448143e-11,6.559987568518713e-12,1.4744087924651097e-11,2.7916253057497088e-05,5
1.3658128885088753e-10,1.807723701961521e-11,3.828872374744425e-12,1.1361589208934303e-11,1.7285835441363948e-05,5
3.3599799135529223e-10,2.996999081230129e-11,6.433743737380691e-12,1.1802699182102947e-11,2.5855274723699114e-05,5
2.2187016786739085e-10,2.648797442679343e-11,6.0251255957429195e-12,1.2788060851048158e-11,2.1069442421426715e-05,5
1.3078882125722415e-10,1.9379091620279936e-11,4.549718087007036e-12,1.9521101100848245e-11,1.6207814361207215e-05,5
7.882430482331717e-11,1.2576526274431477e-11,3.8048225892435536e-12,1.5001105041771976e-11,1.1149959815768991e-05,5
2.425406585794484e-10,2.5565976265440445e-11,6.9966158964043305e-12,1.5704243166864723e-11,2.367933305943985e-05,5
2.365990544226327e-10,2.5798949556555348e-11,7.586048290711384e-12,1.429930875901013e-11,2.3827865451823336e-05,5
1.882459803072591e-10,2.5390993736232098e-11,7.088242523393739e-12,1.5597681374094072e-11,2.0220472388544002e-05,5
1.8692647966226599e-10,2.8284015517219076e-11,7.474666013153506e-12,1.826016560317903e-11,2.2828475519078173e-05,5
1.5478694441784678e-10,2.2945021817320232e-11,6.947569923946101e-12,2.1923274125753532e-11,1.844352116325959e-05,5
2.834387175321431e-10,2.6568535899860067e-11,5.917018704541695e-12,1.491964408717034e-11,2.518830452773892e-05,5
1.2773227575967035e-10,1.9339145222678975e-11,4.136015425036437e-12,1.276662222412046e-11,1.6939381644015735e-05,5
1.7168790179759544e-10,3.1205655524572134e-11,6.412578016839361e-12,1.446434077546009e-11,2.1981521917644985e-05,5
1.7613152105679795e-10,3.3967186177306433e-11,7.484638605284707e-12,3.0909805174539384e-11,2.0194837414546052e-05,5
1.5302457154984617e-10,3.668814380305373e-11,5.528371909798915e-12,1.45975062949065e-11,1.998063029203637e-05,5
2.839350023206082e-10,3.887790584574735e-11,9.529256994594162e-12,2.3479503248708033e-11,2.4728359010395418e-05,5
1.3421380780681731e-10,2.269832190539626e-11,6.871200188088431e-12,1.499487903510082e-11,1.6662502298790585e-05,5
3.1439245851499706e-10,3.06499753859722e-11,6.398621727183201e-12,1.4606962223438275e-11,2.402602176386561e-05,5
1.66414489490457e-10,2.094260935541292e-11,4.745546991221199e-12,1.433319131120677e-11,2.0050797063041043e-05,5
1.320806265508111e-10,1.7128686111375893e-11,5.30473433109185e-12,1.0885069641835142e-11,1.8532507813989025e-05,5
1.663647733410028e-10,1.9597836761288e-11,4.398340223834258e-12,1.1699891178642159e-11,1.8152224632749025e-05,5
2.840122913645747e-10,4.749350630401784e-11,8.032484308518306e-12,1.2601819083279426e-11,2.185914831512528e-05,5
1.8496136150913732e-10,1.5184168113195222e-11,4.9328298117617744e-12,1.309133269445584e-11,2.0445115733884575e-05,5
3.4474683077493957e-10,2.0251060461428438e-11,4.540572863811264e-12,1.1910056133631043e-11,2.4731181370638744e-05,5
2.4625004386573933e-10,2.1922493047275267e-11,5.894867963091963e-12,1.3479906558062096e-11,2.2122893212524844e-05,5
2.0633031106966746e-10,2.2199201738050185e-11,4.470183577444507e-12,1.1832077399358618e-11,2.373073912233845e-05,5
2.0445365381523363e-10,2.13256905425026e-11,5.113046408308506e-12,1.0927924167624579e-11,1.836522993947416e-05,5
1.0965195043820511e-10,1.4940972399100242e-11,5.7830708225645254e-12,1.094769494467556e-11,1.6664989887270228e-05,5
1.0901322824513537e-10,3.159001977849544e-11,6.1490788994723735e-12,1.1351297116307813e-11,1.729469844144884e-05,5
2.9996585251696685e-10,3.215216987212669e-11,7.154581256050926e-12,1.4105529491011553e-11,2.3462210750808196e-05,5
1.5085870052475367e-10,2.488852776364615e-11,5.1145248792223954e-12,1.1377911246556542e-11,1.872482248772727e-05,5
2.0200885386494677e-10,2.7603687770322294e-11,4.997066703489665e-12,1.5887313881299802e-11,2.1868585914753443e-05,5
3.1270941064987606e-10,3.421311389021771e-11,7.479560656560781e-12,1.5790941071789197e-11,2.2191616675536107e-05,5
2.9366898824438145e-10,2.448805416931025e-11,4.78466571045597e-12,1.062540966641487e-11,2.8885974644174177e-05,5
2.2375915181052201e-10,3.4622536015380864e-11,5.600400081530495e-12,1.3559098186596153e-11,2.2229023921295903e-05,5
1.8399445686969986e-10,2.347998284534564e-11,5.002580186733464e-12,1.170292079520422e-11,1.988497365532631e-05,5
7.70537504558191e-11,9.937718481743778e-12,3.068640715316962e-12,9.71544641434287e-12,1.3246503021151193e-05,5
7.66986043543566e-11,1.9076929343801945e-11,4.309522926425156e-12,9.919731463384966e-12,1.3383702101939406e-05,5
4.3696860753140287e-10,2.9563946501306105e-11,7.397763290128704e-12,1.4366280567589666e-11,2.9844650495858267e-05,5
2.3039870548883523e-10,2.3391264076518115e-11,5.608409383929882e-12,1.2996324422749355e-11,2.272850192124195e-05,5
1.8908193438871867e-10,2.2673012721209685e-11,5.270924872882735e-12,1.2271221774693444e-11,2.001600539928565e-05,5
2.2182033421871319e-10,4.73739888502788e-11,6.040197816926116e-12,1.3357825389661777e-11,2.314051925458355e-05,5
3.5859378095007916e-10,2.799242128796738e-11,6.57515469793623e-12,1.2691066254073697e-11,2.4326662051087086e-05,5
2.836502248226813e-10,2.963132009696358e-11,4.814504908368187e-12,1.405799238962099e-11,2.2950638828817328e-05,5
2.425778512324527e-10,2.579971931395902e-11,5.366442598754057e-12,1.3103346398561966e-11,2.6267086417502716e-05,5
1.3073261661966148e-10,1.3494886697748402e-11,4.643158517644556e-12,9.284677488376067e-12,2.0730879986916614e-05,5
2.5094796995611223e-10,2.9075684509146574e-11,8.457858900655596e-12,1.9019770080642128e-11,2.460016147475481e-05,5
2.1092483487446925e-10,1.9370824271477085e-11,4.864703184118889e-12,9.2733442131933e-12,2.147884747211186e-05,5
2.7708612144160185e-10,4.6062862769486734e-11,7.925906307737629e-12,1.279606582347381e-11,2.6190986252190808e-05,5
2.986247867400266e-10,4.128574303825689e-11,4.973472894436074e-12,1.1764655570171328e-11,2.894015666294187e-05,5
1.4387021558924e-10,2.1858002413803463e-11,3.887691627874019e-12,9.80871308725134e-12,1.800608479507276e-05,5
2.2495548586227206e-10,2.648549907278491e-11,5.331587490819171e-12,1.2016524261547686e-11,2.3756681953024755e-05,5
1.603600604487638e-10,2.1724957548669513e-11,4.1134176160024425e-12,8.916769880454197e-12,1.785378064061868e-05,5
2.3111833610786582e-10,1.933710893468348e-11,4.341947759022428e-12,1.0707106634403167e-11,2.3398826109382967e-05,5
2.166772759295603e-10,2.3807182952071102e-11,5.621945597748121e-12,1.1405001406272238e-11,2.144818465440834e-05,5
3.1880789250510596e-10,3.524542294197023e-11,6.543589232388918e-12,1.2122183786905049e-11,2.5234630107157185e-05,5
2.8211647362667687e-10,2.3977618175287965e-11,5.202566740673968e-12,1.145416226748036e-11,2.4936830523827892e-05,5
2.3871808657851365e-10,2.197814886580753e-11,4.836564655547675e-12,8.673681812407553e-12,2.203923106587995e-05,5
1.8671789421832666e-10,1.5643773071060163e-11,3.013859608598507e-12,7.95461509626049e-12,1.8146835016272394e-05,5
2.084003562198667e-10,1.855626310453563e-11,4.1588845771376285e-12,7.717755119770785e-12,2.1122343377892864e-05,5
2.897965112835455e-10,3.5553634173096713e-11,4.8591517766747715e-12,1.0585194298124312e-11,2.4566282111840634e-05,5
2.0242140665210076e-10,1.7676522779123868e-11,4.27064200437711e-12,1.0359131384346555e-11,1.9706587574056878e-05,5
1.655573539995282e-10,1.8729193336405837e-11,4.219957438470583e-12,1.1252467104253763e-11,1.8828553285531143e-05,5
1.4050725995101603e-10,2.8664516424445256e-11,7.32095151134159e-12,1.249662632942336e-11,1.8284654639213375e-05,5
1.606395192496136e-10,2.217258689478662e-11,5.109384930813198e-12,1.0732819404601625e-11,2.0983246155780196e-05,5
1.0709581042225431e-10,1.9441250758630537e-11,3.907070677548657e-12,9.806575698799543e-12,1.6084467604044654e-05,5
2.8358466851047683e-10,2.971873963918111e-11,4.690779090177979e-12,1.1094245835878789e-11,2.366316509386361e-05,5
2.596834200407655e-10,2.4180043547796218e-11,4.376060039540557e-12,1.0777920717190279e-11,2.135480028187168e-05,5
1.7115086983340885e-10,2.411238333915016e-11,4.980114944344158e-12,9.97946506249889e-12,1.860072515520484e-05,5
4.202910409645913e-10,2.982213270350092e-11,7.1172761533107055e-12,1.5432869770201252e-11,2.792704502669553e-05,5
4.523043493142746e-10,4.057609670252265e-11,8.99035745505403e-12,1.8904535030827187e-11,3.012918202502411e-05,5
3.213712424042264e-10,2.2577512623491448e-11,5.3625393698703795e-12,1.340444188687487e-11,2.5222097733835073e-05,5
3.529026714194716e-10,2.3103741748005047e-11,5.765518638257361e-12,1.3010066758046288e-11,2.4753602023093474e-05,5
2.8970775735548427e-10,3.585130922859094e-11,6.007801735998305e-12,1.2874010598484923e-11,2.452806723103978e-05,5
3.8025260529934485e-10,2.2039792316210302e-11,8.091908554590766e-12,1.2993363108200027e-11,2.862949530573115e-05,5
3.10849026868121e-10,2.6657369399125568e-11,5.993423626941254e-12,1.7949414943445085e-11,2.3394435203752955e-05,5
3.0357640147533855e-10,2.4717727264474285e-11,6.326083408980549e-12,1.4934285322537155e-11,2.245934386628689e-05,5
3.8294690240071756e-10,3.676970163839755e-11,6.22249200932607e-12,1.9425060987466808e-11,2.9977873851279116e-05,5
3.654580650229861e-10,3.147770698763476e-11,8.43785686357552e-12,1.7523188216308884e-11,2.919474511652859e-05,5
2.88045165084178e-10,2.972205526878308e-11,7.137792076228012e-12,1.700523074338297e-11,2.5902228305712697e-05,5
2.957150334811237e-10,3.234965567780997e-11,7.1070611371024424e-12,1.4945175780428514e-11,2.4440920310735033e-05,5
2.2485831911528362e-10,3.198211892275299e-11,5.935658850209798e-12,1.481913759570855e-11,2.0016033679010602e-05,5
3.091464271373495e-10,4.0690469959587494e-11,7.180833583413868e-12,1.8642352176809326e-11,2.570521241895992e-05,5
3.7040809042044514e-10,5.272265000126153e-11,7.98978947639345e-12,2.0352511264895455e-11,2.7375098116089046e-05,5
1.9151438297742916e-10,2.4944941092775704e-11,5.911118850006411e-12,1.3785165143754344e-11,2.1685388734433576e-05,5
1.9719950139392377e-10,1.988543897990107e-11,5.375615450641097e-12,1.250721978108564e-11,1.9691443641982307e-05,5
3.9035112712748925e-10,3.050547589165489e-11,4.657733276269772e-12,1.4184563602609431e-11,3.0245703333402298e-05,5
1.1920288696676376e-10,2.1219064477385523e-11,5.635252530948978e-12,1.1991653999526255e-11,1.893174257926197e-05,5
5.947430451085831e-10,4.4004635036064425e-11,9.129242550181509e-12,1.4726467399570732e-11,3.350048391461444e-05,5
4.960697028009562e-10,3.7198115278225536e-11,8.676148103328764e-12,2.25703689823692e-11,3.38137477230864e-05,5
2.9419827149709457e-10,2.318308569136294e-11,6.218095768018917e-12,1.1645910269941602e-11,2.856100897455959e-05,5
3.420943355867779e-10,2.6401237517817843e-11,9.264257267977432e-12,1.0119145268448645e-11,2.367437608151963e-05,5
1.9457685948709336e-10,1.2660813801452506e-11,7.140880299016963e-12,1.0947892116097576e-11,2.3219471341510034e-05,5
1.618846267500906e-10,2.2485008240718653e-11,5.748281712923693e-12,1.3730510995376522e-11,2.1173551187625295e-05,5
2.2189343751433445e-10,3.112720486711109e-11,8.10167549037936e-12,2.4156012004094637e-11,2.2000531081631694e-05,5
2.8375624022681624e-10,3.503801726655506e-11,6.850362044386979e-12,1.9766813526350555e-11,2.274495657590549e-05,5
2.98181589092505e-10,2.3092638970149555e-11,7.627109361101403e-12,1.2100201482420272e-11,2.776560241920515e-05,5
1.5931955186893116e-10,2.3727058625455773e-11,4.899438342408836e-12,1.1483271432810413e-11,2.152138547615684e-05,5
2.2701941114984941e-10,2.431517874661405e-11,6.359352135293965e-12,1.453884184644777e-11,2.1085175968048484e-05,5
1.1632427794417285e-10,2.142723143059326e-11,6.62963306660727e-12,1.4460308447575163e-11,1.6678727029690555e-05,5
4.549289686807875e-10,4.7734956024044264e-11,8.675768818526373e-12,1.9174122532637624e-11,3.1780953919177926e-05,5
1.6767590348219212e-10,2.288228637153767e-11,6.8924506272390755e-12,1.4246067688721535e-11,1.9868706338622493e-05,5
5.403132552248846e-10,4.9840701435555115e-11,6.903658824188048e-12,1.6775853226807347e-11,2.9479906345049376e-05,5
4.3277648663359174e-10,5.892644778975005e-11,8.401278351325319e-12,1.609042234204341e-11,2.9677618505620334e-05,5
3.8625941924392706e-10,4.240271487866664e-11,7.0986806274716255e-12,1.6221529983294223e-11,3.3156229581570394e-05,5
2.8423145942795834e-10,3.9884903253605416e-11,8.357160415437615e-12,1.8239844720392016e-11,2.773769249200078e-05,5
3.3045252635023303e-10,4.620650802967555e-11,1.2057137610663796e-11,2.1649264545946144e-11,2.684721118792412e-05,5
2.126986099525915e-10,3.848440602239045e-11,7.233914794989934e-12,1.5988893410799446e-11,2.1403182773876205e-05,5
4.0555934922531774e-10,4.166127932093148e-11,1.1322889737080867e-11,2.1881152621672542e-11,2.90206213871968e-05,5
2.5662711645847787e-10,3.333345792139143e-11,6.043953975204619e-12,1.5562553793107324e-11,2.7069876749136925e-05,5
2.6419355328869547e-10,2.1894244308693916e-11,7.196110195707203e-12,2.262432405592292e-11,2.5610449443515642e-05,5
2.4088443996855776e-10,2.61565140394342e-11,4.608663534784279e-12,1.4133313014475318e-11,2.2486058222096e-05,5
2.61127990720853e-10,3.002570985436202e-11,6.5586909853162476e-12,1.6128741287767776e-11,2.358627128904321e-05,5
2.3877784732990117e-10,2.605820983468608e-11,6.83524385224197e-12,1.666609096223878e-11,2.157640505372343e-05,5
1.9768774519017477e-10,3.507729571198309e-11,5.285909768958012e-12,1.4805648554572534e-11,1.961462819578893e-05,5
3.791794450585479e-10,3.5028179468675627e-11,8.086250459618732e-12,1.5962506255017212e-11,2.970809920905305e-05,5
3.312927597942748e-10,3.8768778534466776e-11,7.854134241954547e-12,1.59537079693446e-11,2.780554304111031e-05,5
3.4256897369186346e-10,2.9563520018116996e-11,5.907816647088995e-12,1.8161868840451844e-11,2.6582387718696593e-05,5
1.8125928504473002e-10,2.528214812416868e-11,7.460822890013718e-12,1.6110407526418878e-11,2.2323251017402556e-05,5
2.5084399040608253e-10,4.5109106661166666e-11,9.351639600216418e-12,2.2864449295361774e-11,2.427188560075565e-05,5
1.9363737972143494e-10,2.4075045719561528e-11,5.032255885783513e-12,1.2383336157335606e-11,2.186984400316096e-05,5
1.9337604948057037e-10,2.6166000557331294e-11,5.218329282294664e-12,1.0880533210889902e-11,1.8326258109517653e-05,5
2.3994612490383507e-10,1.6531713250520447e-11,4.683261473113167e-12,1.2029781676668989e-11,2.160531864206445e-05,5
1.9556393210077106e-10,1.9558136226076027e-11,5.219336259822913e-12,1.2651595852743091e-11,2.1197048110714377e-05,5
3.8313210467903197e-10,3.5577749205802615e-11,8.482620114711869e-12,1.9853725491568816e-11,2.6101734880780187e-05,5
4.015885724439786e-10,4.554781068765302e-11,9.191116927440144e-12,1.8269083329532464e-11,2.9457908882597838e-05,5
3.933252905669121e-10,5.076099534153107e-11,7.330734627101925e-12,1.5526378648927226e-11,2.614669973779535e-05,5
2.465942737797379e-10,4.212961376849536e-11,8.511622276945573e-12,1.722524687094449e-11,2.7794458456532633e-05,5
3.9902851639534773e-10,3.914951212772857e-11,8.38573618378166e-12,1.8758588102279523e-11,3.4321247677056055e-05,5
4.2899915029830356e-10,4.929460228110106e-11,1.047282817190939e-11,2.1031894805599475e-11,3.6927400428850716e-05,5
4.784485558248341e-10,4.0505016093977924e-11,9.851535210520522e-12,1.8889925384867294e-11,2.9763251290167368e-05,5
3.404897224869506e-10,3.278109455239009e-11,9.412612764057573e-12,2.404667444824009e-11,2.6463800532383124e-05,5
3.77640081765919e-10,4.642818087840404e-11,1.0857073133670416e-11,2.4687155952499535e-11,2.7711347160926264e-05,5
3.54058248288342e-10,3.002898438175336e-11,9.803249454428662e-12,2.2198296968958504e-11,2.7914549091361234e-05,5
5.053818117620742e-10,3.612589577652545e-11,9.427516951535912e-12,2.0658736674840197e-11,3.318794112792272e-05,5
3.5132119193313796e-10,3.2210619764357266e-11,7.790282166033194e-12,1.7040977633119897e-11,2.7647499466739863e-05,5
1.9953794671089805e-10,1.9783108283601128e-11,4.73017345869935e-12,1.504783363501135e-11,2.0035137306564953e-05,5
4.6002407410111367e-10,3.812468477491359e-11,8.693421220850328e-12,1.9382621097264707e-11,2.8293594982420586e-05,5
1.3241795898491704e-10,2.221095720740354e-11,8.450663451315924e-12,2.176999943238116e-11,1.9531616325655317e-05,5
2.927532573524454e-10,2.5175231164106223e-11,6.938323872403881e-12,1.48191110073497e-11,2.3765410858267398e-05,5
3.7767416239683975e-10,4.703727396710352e-11,1.030820567225089e-11,3.378342500932112e-11,2.7293053677835463e-05,5
3.7418130948722204e-10,4.037943611610175e-11,8.114362809498384e-12,2.057614438746505e-11,3.081254547684381e-05,5
3.259668350352371e-10,3.856797828164861e-11,8.383627715829684e-12,1.2932469966383286e-11,2.6919058325205767e-05,5
4.692914660167548e-10,5.873460117461434e-11,8.132032298555916e-12,1.3880147832003268e-11,3.0958911814974555e-05,5
3.5547510694307467e-10,4.025233994599097e-11,9.719750946902532e-12,1.4511063612210039e-11,2.9297879714542803e-05,5
2.894699437749815e-10,2.6825301775958065e-11,6.915957894565418e-12,1.523579487657317e-11,2.4388249756061177e-05,5
4.142634370845843e-10,3.791767034553926e-11,8.802338207324194e-12,1.955589722388429e-11,2.446628773007239e-05,5
5.156424431518274e-10,3.286490460704767e-11,7.628165995079713e-12,1.6587318368963e-11,3.2400355628208815e-05,5
4.345443167451384e-10,3.639540233369506e-11,7.718474301325347e-12,1.5079884574501892e-11,3.479698668293534e-05,5
3.4929402510669253e-10,3.9678807806309536e-11,8.626736938879591e-12,1.557111315507744e-11,2.7510019210936782e-05,5
2.7411714420446487e-10,3.101365650361602e-11,7.827014239189994e-12,1.823849963474659e-11,2.702902568647617e-05,5
3.0214713495667946e-10,2.782804837011752e-11,7.5357102308107e-12,1.4460329145771611e-11,2.8398314065345167e-05,5
2.1423016648212646e-10,2.7212221735229227e-11,9.804154825697978e-12,1.9024200202012602e-11,2.3391286432538282e-05,5
1.4928553016643861e-10,1.6860423222840928e-11,7.804185103090394e-12,2.3241104726199204e-11,2.0771696279382083e-05,5
2.6135722743169817e-10,1.849592013521941e-11,7.607223269013572e-12,2.8443982638057335e-11,2.468721998631438e-05,5
2.9366139288733755e-10,2.2732185807553575e-11,9.49557914665773e-12,2.7727356957363835e-11,2.5281881098474916e-05,5
3.2985813163886847e-10,2.996661211983802e-11,8.413544986083605e-12,1.656885335964473e-11,2.712778970424567e-05,5
4.645959027609783e-10,3.9616114053972424e-11,6.097907752784801e-12,1.4406845657501297e-11,2.897696126828398e-05,5
3.099284061756582e-10,2.411540071684119e-11,6.733395334035023e-12,2.145177947838668e-11,2.3904601514998344e-05,5
2.8713095461100884e-10,3.1133949043932104e-11,8.390851438124556e-12,1.6639053255583302e-11,2.4351073658944766e-05,5
4.1915368733105196e-10,3.1023090979491305e-11,8.910003588286216e-12,2.5633080439222592e-11,2.952760244679511e-05,5
4.47769674768747e-10,2.994781740699053e-11,8.039406553833257e-12,1.5012247977510727e-11,2.911301679438677e-05,5
3.700216718743681e-10,2.426560227335028e-11,6.631479888132479e-12,1.4436214754360783e-11,2.5973781081326852e-05,5
3.076972425761794e-10,4.161077066797399e-11,7.057730565563692e-12,1.452533154778563e-11,2.2753040053610067e-05,5
2.2043859242948528e-10,1.7770769080702256e-11,5.248875944849533e-12,1.1631623073690863e-11,2.4534626287270945e-05,5
4.1620972875303013e-10,4.082618435837432e-11,7.948195795969202e-12,1.4103664426238501e-11,2.451009181755944e-05,5
1.825030024075208e-10,1.6355760634474436e-11,3.781353143406191e-12,1.2129977668691963e-11,2.0622919132307804e-05,5
1.7545181541971976e-10,2.2964579499945007e-11,1.0030990248104538e-11,3.633301101958426e-11,2.0898202695454987e-05,5
2.1477750570963872e-10,2.552225313733749e-11,9.546081365691558e-12,3.372303144861319e-11,1.8377625926653723e-05,5
2.345659869996838e-10,2.8327410782514247e-11,7.7102101589916e-12,1.6800890632701613e-11,2.3179602442805887e-05,5
2.629209098660901e-10,2.7353356098468275e-11,4.985750861559048e-12,2.0666731912006596e-11,2.3445030243602046e-05,5
1.1975413504769008e-10,1.747033921565421e-11,5.531812150715946e-12,2.346510536084282e-11,1.897192794007132e-05,5
1.6137171433448917e-10,2.5450820568293668e-11,9.184669747885103e-12,3.211763738164304e-11,2.345191200896897e-05,5
3.75885881578898e-10,3.223529314140421e-11,9.910118770766725e-12,2.961654696367366e-11,3.08469925123459e-05,5
4.701856872554671e-10,2.6570297035275794e-11,6.428555908860592e-12,2.5258157475326005e-11,3.149400658804913e-05,5
4.2035437788084927e-10,3.5734824727716753e-11,5.298343345606062e-12,1.2776927275862881e-11,2.6070975040386063e-05,5
3.6722568037951855e-10,3.226521497735638e-11,6.860082233448941e-12,1.6061985506531308e-11,2.856249328923865e-05,5
2.5660843340653153e-10,2.4904830144704093e-11,5.283399095758978e-12,1.8149902493287835e-11,2.6594806035918e-05,5
2.3040658951100682e-10,2.258788799347161e-11,6.4443711686955345e-12,1.3636924304755934e-11,2.2883399595508532e-05,5
2.2433493787968884e-10,2.3840850626503974e-11,5.279227382915864e-12,1.5106869769691255e-11,2.1064407364181487e-05,5
2.0061635541906851e-10,2.1502234395589674e-11,5.324399843499533e-12,1.1707713163973433e-11,1.936187789335864e-05,5
3.699226227064962e-10,3.186008133118044e-11,6.485022205218863e-12,1.3354978101801031e-11,2.8895668532342695e-05,5
1.95916110966409e-10,2.4737884395136566e-11,7.542494507744402e-12,2.0513547693742025e-11,2.2936729854064452e-05,5
2.9263212539482495e-10,2.650827656241348e-11,7.811613420156226e-12,1.807160591451207e-11,2.442597471887566e-05,5
1.576220696380417e-10,1.97753985340476e-11,6.194457048479209e-12,2.104108515698055e-11,2.0172258975149007e-05,5
1.0721199263901816e-10,1.4677901207469332e-11,4.542151146211624e-12,1.4160586986373452e-11,1.4083910773410802e-05,5
